171085,华为 Mate2,华为（HUAWEI）,19,847,1784,6.1英寸,-,
171086,Galaxy A8,LAX,196,10042,5073,-,-,
171105,联想 黄金斗士S8 ,联想（Lenovo）,0,0,558,-,-,
171106,联想 黄金斗士Note8,联想（Lenovo）,201,9107,744,-,谷歌Android,
171108,联想 VIBE Z2,联想（Lenovo）,30,789,1999,5.0英寸及以上,Android（安卓）,
171109,联想 笋尖S60T,联想（Lenovo）,6,693,929,-,-,
171110,酷派 大神Note3,酷派（Coolpad）,55,11370,799,5.5英寸,-,
171119,酷派 大观4,酷派（Coolpad）,0,118,996,5.9英寸,谷歌Android,
171123,酷派 S6  ,酷派（Coolpad）,487,18618,868,5.0英寸及以上,Android（安卓）,
171124,酷派 7298,酷派（Coolpad）,7,303,389,-,安卓（Android）,
171874,OPPO R7s,OPPO,252,17425,2499,5.5,安卓（Android）,
172437,K-Touch/天语 D159 超长待机 适用时尚备用机 儿童机学生机备用机直板标准按键,天语（K-Touch ）,0,1,85,-,-,
172443,华为 HUAWEI T8600 3G手机 TD-SCDMA/GSM,华为（HUAWEI）,0,2,569,3.6-4.0英寸,其它智能系统,
172493,飞利浦（PHILIPS）W820 尊贵版 3G手机（黑色）WCDMA/GSM,飞利浦（PHILIPS）,1,3,388,4.5-3.1英寸,安卓（Android）,
172507,天语（K-Touch）E800 3G手机（黑色）CDMA2000/CDMA 电信定制,天语（K-Touch ）,0,3,446,-,谷歌Android,
172519,华为（HUAWEI）SONIC U8660 3G手机WCDMA/GSM,华为（HUAWEI）,0,3,788,3.5英寸以下,Android（安卓）,
172554,中兴（ZTE）U960s G3手机（橡胶黑）TD-SCDMA/GSM,中兴（ZTE ）,6,146,348,4.1-4.9英寸,Android（安卓）,
173120,索尼(SONY)Z5 尊享版 E6883 移动/联通4G手机 3G+32G,索尼（SONY）,2,81,5699,5.5英寸,安卓（Android）,
173721,华为 畅享5,华为（HUAWEI）,45,3287,999,5.0英寸,-,
173755,华为荣耀 畅玩5X,荣耀（ROVOS）,502,77497,1299,5.5英寸,安卓（Android）,
174773,vivo Y35 移动4G,vivo,0,146,1598,5.0英寸,-,
174777,酷派(Coolpad) 8717 移动4G手机 双卡双待,欧欧（OO）,10,174,319,-,安卓（Android）,
174881,联想 乐檬X3 c50移动联通4G 3G内存+32G存储 六核 2100万像素,联想（Lenovo）,9,393,2499,-,安卓（Android）,
175150,联想VIBE P1,联想（Lenovo）,3,114,2349,5.5,安卓（Android）,
175165,联想 乐檬X3 c70 全网通4G 3G内存+64G存储 六核 2100万像素,联想（Lenovo）,3,96,2999,5.5英寸,-,
175502,三星GALAXY J3(J3109) 电信4G手机  双卡,LAX,9,366,729,-,-,
175503,魅族 魅蓝metal,魅族（MEIZU）,33,2517,999,-,安卓（Android）,
175575,OPPO R830,OPPO,0,0,898,4.1-4.9英寸,Android（安卓）,
175588,OPPO 平板,OPPO,34,1444,778,4.5-3.1英寸,安卓（Android）,
175590,OPPO R5,OPPO,35,1010,1799,-,-,
175591,OPPO R3,OPPO,0,1293,1139,-,谷歌Android,
175592,OPPO N3,OPPO,27,1290,3999,-,-,
175598,OPPO 300,OPPO,0,0,1499,4.7英寸,谷歌Android,
175747,一加 OnePlus X (E1001) 基础版 双4G手机 2GB存储 5.0英寸,好孩子（gb）,0,0,1499,-,-,
175754,一加 OnePlus X (E1001) 标准版 双4G手机 3GB存储 5.0英寸,好孩子（gb）,180,7256,1599,-,-,
175772,一加2 (A2001) OnePlus Two 4GB+64GB存储 双4G手机 双卡双待,好孩子（gb）,22,855,2368,5.5,安卓（Android）,
175876,Letv 乐视超级手机1S 移动联通4G 3GB+16GB 金色 5.5英寸,乐视（Letv）,38,1005,1019,-,-,
175885,Letv 乐视超级手机1S 移动联通4G 3GB+32GB 金色 5.5英寸,乐视（Letv）,2928,106154,1199,5.5英寸,安卓（Android）,
175900,Letv 乐视超级手机 Max X900 移动联通4G 4GB+64GB 真八核,乐视（Letv）,74,3848,2799,-,安卓（Android）,
175901,Letv 乐视超级手机 Max X900 移动联通4G 4GB+32GB 真八核,乐视（Letv）,32,2104,2778,-,-,
175902,Letv 乐视超级手机 Max X900 移动联通4G 4GB+128GB 真八核,乐视（Letv）,26,515,3388,6.33,安卓（Android）,
175956,vivo X5,vivo,339,19478,1638,-,-,
175957,乐视 Letv 乐1pro(X800+)32GB 移动联通电信4G手机 双卡双待,乐视（Letv）,55,1713,1699,-,安卓（Android）,
175958,乐视 Letv X800 乐1Pro 移动联通双4G 内存4GB+32GB,乐视（Letv）,130,2318,1599,-,安卓（Android）,
175959,乐视 Letv 乐1pro(X800)64GB 金色 移动联通双4G手机 双卡双待,乐视（Letv）,81,1786,1799,-,安卓（Android）,
175960,乐视 Letv 乐1(X608)16GB  移动4G手机 双卡双待,乐视（Letv）,248,11815,888,-,安卓（Android）,
175961,vivo Y11,vivo,0,1109,887,-,谷歌Android,
175962,乐视 Letv 乐1 5.5英寸大屏 移动联通双4G版 银色 标准版乐视手机1 16GB版,乐视（Letv）,1164,26179,839,-,-,
175963,乐视 Letv 乐1(X600)32GB 移动联通4G手机 双卡双待,乐视（Letv）,137,3899,1049,-,-,
176126,酷派(Coolpad) 锋尚MAX A8-930 移动电信联通4G手机 32G,欧欧（OO）,13,747,2499,-,-,
176421,华为 Mate8,华为（HUAWEI）,4,1862,2999,-,-,
176625,红米Note3,红米,338,31276,1049,5.5英寸,-,
176636,摩托罗拉 moto x pro(XT1115) 32GB 黑色 全网通4G手机,摩托罗拉（Motorola）,44,1224,4199,5.0英寸及以上,Android（安卓）,
176637,摩托罗拉 moto x pro(XT1115) 64GB 黑色 全网通4G手机,摩托罗拉（Motorola）,31,1076,3599,-,安卓（Android）,
176639,摩托罗拉 Moto X Style (XT1570) 64GB 黑檀木 全网通4G手机,摩托罗拉（Motorola）,14,915,3799,5.7英寸,安卓（Android）,
176640,摩托罗拉 Moto X Style (XT1570) 32GB 曜石黑 全网通4G手机,摩托罗拉（Motorola）,57,3825,3399,5.7英寸,安卓（Android）,
176752,vivo Y37,vivo,15,933,1798,-,-,
176755,vivo X3,vivo,0,2,1980,-,谷歌Android,
177180,vivo X6D 双4G版 金色 32G 移动联通4G手机,vivo,47,2349,2498,-,-,
178029,华为畅享5S TAG-AL00 全网通4G 2G+16GROM 真八核,华为（HUAWEI）,164,7657,1199,-,-,
178421,OPPO A53 移动4G 2GB+16GB,OPPO,7,924,1799,-,-,
178450,OPPO A33,OPPO,23,2332,1299,5英寸,-,
178694,OPPO R7s Plus移动4G手机 4G内存+64G,OPPO,5,974,2999,6.0英寸,安卓（Android）,
178696,微软Lumia 950 XL DS (RM-1116) 双4G 3G+32G,小米（MI）,11,336,5499,5.7英寸,其它,
178697,微软 Lumia 950 DS (RM-1118)双4G 3G+32G,小米（MI）,18,301,3999,-,-,
179021,vivo Y51A 高配版 全网通4G 2G+16G 双卡双待 5英寸 智能手机,vivo,6,236,1298,5.0英寸,-,
179171,三星 GALAXY A5 Plus(A5100)白色 全网通4G手机 双卡双待,LAX,9,1054,2398,5.2英寸,安卓（Android）,
179172,三星 Galaxy A7(A7100)金色 全网通4G手机 双卡双待,LAX,38,2731,2699,5.5英寸,安卓（Android）,
179173,HTC One M9+（M9pw） 移动联通4G 3GB+32GB 5.2英寸,好孩子（gb）,14,352,2999,-,安卓（Android）,
179203,HTC One M9,None,21,587,2999,-,安卓（Android）,
179204,HTC One ME,None,0,46,3088,-,-,
179205,HTC One M9+,None,6,161,2599,-,-,
179246,HTC ONE E8,None,0,1041,2188,5.0英寸及以上,Android（安卓）,
179285,HTC Desire 826,HTC,129,2116,1499,-,-,
179297,HTC Desire D728w 移动联通4G手机 5.5.英寸屏幕，2+16G内存,HTC,4,82,1699,-,-,
179298,HTC ONE A9 2G+16GB 移动联通双4G手机 A9w 5.0英寸,好孩子（gb）,28,1861,2799,-,-,
179299,HTC Desire D828w 公开版 双4G手机 2+16G内存 5.5英寸,HTC,1,131,1599,-,安卓（Android）,
179434,Desire 816系列,None,17,3553,1740,5.5英寸,-,
179451,One max,None,4,57,2336,5.0英寸及以上,Android（安卓）,
179480,One E9,None,29,769,1099,-,-,
179489,Desire 626,None,154,2859,1250,5.0英寸,-,
179547,New One,None,22,4552,2488,4.7英寸,-,
179598,Desire 700,None,9,109,888,5.0英寸及以上,Android（安卓）,
179601,Butterfly s,None,13,639,1422,-,谷歌Android,
179611,Galaxy On7,LAX,694,29373,1398,5.5英寸,安卓（Android）,
179641,vivo X6A 全网通4G手机 4G+64GB 5.2英寸,好孩子（gb）,21,791,2698,5.2英寸,-,
179645,索尼(SONY)Xperia Z5 E6683 移动联通双4G 5.2英寸手机 3G+32G,索尼（SONY）,1,107,4799,5.2英寸,安卓（Android）,
179741,酷派 锋尚Air Y71,酷派（Coolpad）,0,4,739,-,安卓（Android）,
179987,三星(SAMSUNG)  W2016 电信版 3.9英寸 3G+64G,三星（SAMSUNG）,0,3,18999,-,-,
179991,ZUK  Z1 (z1221) 全网通4G 3G内存+64G存储 双卡双待 1300万像素 四核,ZUK,396,24025,1699,5.5英寸,安卓（Android）,
180129,华为（HUAWEI）S8520 3G手机CDMA2000/GSM双模双待 电信定制,华为（HUAWEI）,1,2,312,3.5英寸以下,Android（安卓）,
180130,酷派（Coolpad）9100 3G手机（睿智黑）CDMA2000/GSM 双网双待 电信定制,欧欧（OO）,0,3399,648,-,谷歌Android,
180351,联想 A500 3G手机  WCDMA/GSM 双卡双待,联想（Lenovo）,0,2,549,3.6-4.0英寸,Android（安卓）,
180352,酷派（Coolpad）9900 3G手机（黑色）CDMA2000/GSM 双网双待 电信定制,欧欧（OO）,0,1010,798,-,谷歌Android,
180403,HTC 宏达 倾心 S510B WCDMA/GSM 3G手机(湖兰色，3.7寸SLCD屏，1G CPU) G20,HTC,3,60,799,-,-,
180596,摩托罗拉MT810(MOTO MT810)3G手机(白色，SM/TD-SCDMA制式，内外双屏智能触控，CMMB手机电视，移动定制),摩托罗拉（Motorola）,0,0,2199,-,-,
180643,奥克斯（AUX）M959 3G手机 WCDMA/GSM（菁英白）,奥克斯（AUX）,0,0,599,3.6-4.0英寸,Android（安卓）,
180644,三星 W999 电信3G,三星（SAMSUNG）,126,1876,3458,-,-,
180645,华为C8300 Windows Mobile+C/G双网双待手机,茉（MO）,0,187,396,3.5英寸以下,Windows Phone,
180724,联想 A520 3G手机  WCDMA/GSM 双卡双待,联想（Lenovo）,0,5,399,-,谷歌Android,
180756,中兴（ZTE）N960  3G手机（黑色）CDMA2000/CDMA 电信定制,中兴（ZTE ）,0,0,398,4.1-4.9英寸,Android（安卓）,
180757,中兴（ZTE）ZTE-U V760 3G手机（黑色）WCDMA/GSM 联通定制,中兴（ZTE ）,0,0,698,3.5英寸以下,Android（安卓）,
180759,Lenovo 联想 A65 3G智能手机(灰色 GSM/WCDMA Android 2.3 GPS导航),诺和（Novo）,18,590,605,-,-,
180893,夏普（Sharp）SH7218T  3G手机（粉色）CDMA2000/CDMA 电信定制,夏普（SHARP）,0,64,849,-,谷歌Android,
180894,三星 I6330C 移动3G时尚手机TD-SCDMA/GSM,三星（SAMSUNG）,0,0,299,3.5英寸以下,非智能操作系统,
180895,三星 I8180C 智能3G手机 WP系统 TD-SCDMA/GSM,三星（SAMSUNG）,0,0,749,3.6-4.0英寸,Windows Phone,
180996,ZTE中兴U208时尚3G手机(黑+红),中兴（ZTE ）,1,8,199,3.5英寸以下,非智能操作系统,
180998,三星手机S6102  安卓2.3 智能 触屏 双卡双待,三星（SAMSUNG）,0,4,849,3.6-4.0英寸,Android（安卓）,
181030,天语 W800 智能手机 (阿里云),天语（K-Touch ）,0,0,366,4.1-4.9英寸,其它智能系统,
181099,诺基亚（NOKIA）Lumia 800C 3G Windows Phone手机电信版 ,小米（MI）,0,10,1240,-,谷歌Android,
181100,中兴（ZTE）V889D 3G手机（黑色）WCDMA/GSM 联通定制,中兴（ZTE ）,0,0,356,4英寸,谷歌Android,
181101,Lenovo 联想 A668T 智能手机( 4.0寸屏幕 1G处理器 安卓2.3 移动定制),诺和（Novo）,0,0,446,3.6-4.0英寸,Android（安卓）,
181102,Coolpad 酷派 W7500 WCDMA双屏双待 3G手机(睿智黑 双3.0英寸 500万像素 联通定制机),欧欧（OO）,0,4,1099,3.5英寸以下,Android（安卓）,
181103,飞利浦手机W632(灰+黑),飞利浦（PHILIPS）,0,0,399,-,-,
181104,HTC WCDMA/GSM手机 S720e（One X）（睿丽黑）,None,5,441,1388,4.1-4.9英寸,Android（安卓）,
181116,飞利浦（PHILIPS）W727手机（博雅灰）双模双待 WCDMA/GSM,飞利浦（PHILIPS）,0,13,2499,3.5英寸以下,Android（安卓）,
181117,海尔（Haier）HG-M361手机（珍珠白）双电，超长待机。,海尔（Haier）,0,0,499,3.6-4.0英寸,其它智能系统,
181127,飞利浦（PHILIPS）X525 GSM手机双卡双待,飞利浦（PHILIPS）,0,206,299,-,-,
181128,首信 S798 GSM手机（灰色）,首信（capitel） ,0,8,318,-,其他,
181140,中兴（ZTE）WCDMA/GSM手机 Aglaia V881（白色）联通定制,None,0,0,1098,3.6-4.0英寸,Android（安卓）,
181158,诺基亚（NOKIA）Lumia710 WCDMA/GSM 非定制,小米（MI）,0,1,988,3.5英寸以下,Windows Phone,
181160,K-Touch 天语 Q10 童话手机（ 双卡双待 儿童学生手机 可爱手机）黑色,天语（K-Touch ）,0,0,298,3.5英寸以下,其它智能系统,
181161,Haier 海尔 HW-N75W 3G（GSM/WCDMA）双网双待手机 骑士黑,海尔（Haier）,0,0,1048,3.6-4.0英寸,Android（安卓）,
181216,三星 S7500 3G手机 WCDMA/GSM ,三星（SAMSUNG）,0,0,1629,3.6-4.0英寸,Android（安卓）,
181262,三星 S6500D 联通3G手机 WCDMA/GSM  ,三星（SAMSUNG）,0,2,878,-,Android（安卓）,
181349,Huawei 华为 U8661 3G（GSM/WCDMA）双卡双待手机  定制机,华为（HUAWEI）,0,0,496,4.1-4.9英寸,Android（安卓）,
181518,LG E400 3G手机（黑色）WCDMA/GSM,LG,0,1,199,3.2英寸,-,
181545,酷派（coolpad）5832 3G手机（黑咖啡）CDMA2000/GSM 双网双待 电信定制,欧欧（OO）,0,0,398,3.6-4.0英寸,Android（安卓）,
181546,诺基亚（NOKIA）Lumia 800 3G手机WCDMA/GSM ,小米（MI）,0,25,700,-,微软WindowsPhone,
181573,HTC 新渴望 T328d 3G手机（白色）CDMA2000/GSM 双网双待双通 电信定制,渴望（crave）,1,22,648,-,-,
181574,中兴（ZTE）N880E 3G手机（银黑色）CDMA2000/CDMA 电信定制,中兴（ZTE ）,0,4,328,-,-,
181602,诺基亚（NOKIA）2020 GSM手机双卡双待 非定制机,诺基亚（Nokia）,0,0,439,-,-,
181603,K-Touch/天语 W619小黄蜂双卡双待智能手机（黄色）,天语（K-Touch ）,0,6,318,3.5英寸以下,Android（安卓）,
181652,纽曼 f26 gsm手机（水晶粉）双卡双待,纽曼（Newsmy）,0,8,369,3.0英寸,无,
181653,联想（lenovo）a780 3g手机  wcdma/gsm 双卡双待 联通定制,诺和（Novo）,0,1,436,3.6-4.0英寸,Android（安卓）,
181668,海信（HISENSE）HS-E920 3G手机（雅致黑）CDMA2000/CDMA 电信定制,海信（Hisense）,0,0,346,-,-,
181697,Nokia 诺基亚 LUMIA 610 3G（GSM/WCDMA）手机 联通定制,小米（MI）,1,1994,599,-,微软WindowsPhone,
181760,酷派（coolpad）8816 3G手机（银灰色）TD-SCDMA/GSM,欧欧（OO）,0,9,398,3.6-4.0英寸,其它智能系统,
181813,HTC 新渴望VT（T328t）3G手机（博雅黑 ）TD-SCDMA/GSM  ,渴望（crave）,2,41,499,-,-,
181814,三星Galaxy Ace Dear I619 电信3G手机3.5寸屏 CDMA2000/CDMA,LAX,12,389,399,-,-,
181815,索尼 Xperia S（LT26i）联通3G 1GRAM+32GROM 1200万像素 智能手机,索尼（SONY）,0,2,1150,-,-,
181816,三星 E1200M 直板式手机 GSM,三星（SAMSUNG）,5,183,129,-,-,
181822,索尼 Xperia P（LT22i）联通3G 800万像素 16GROM 4.0英寸,索尼（SONY）,0,0,2199,3.6-4.0英寸,Android（安卓）,
181978,金立 GN868 3G手机（尊贵黑）WCDMA/GSM 双卡双待,金立（ Gionee）,1,7,699,-,Android,
181994,HTC ONE XT（S720T）3G手机（优雅白 ）TD-SCDMA/GSM ,None,1,79,999,-,-,
182066,诺基亚（NOKIA）X1-01 GSM手机（蓝色）双卡双待,诺基亚（Nokia）,0,11,316,3.5英寸以下,Symbian,
182132,夏新（Amoi）N89 3G手机（白色）WCDMA/GSM  双网双待 联通定制,夏新（Amoi）,0,0,698,3.6-4.0英寸,Android（安卓）,
182282,中兴（ZTE）V9 Light Tab智能互联平板手机（黑色）WCDMA ,中兴（ZTE ）,2,15,648,-,-,
182312,创维 L99 GSM手机（白色）,创维（Skyworth）,0,0,238,3.5英寸以下,非智能操作系统,
182399,诺基亚（NOKIA）1100 GSM手机双卡双待,诺基亚（Nokia）,0,0,299,-,-,
182404,摩托罗拉（Motorola）锋丽 XT390 3G手机（松露黑）WCDMA/GSM 双卡双待单通,摩托罗拉（Motorola）,2,104,1999,-,谷歌Android,
182590,三星 I9050 移动3G 4.2寸屏 双核1G TD-SCDMA/GSM,三星（SAMSUNG）,1,2,299,4.1-4.9英寸,Android（安卓）,
182591,联想（Lenovo）A288t 3G手机   TD-SCDMA/GSM,诺和（Novo）,0,4,379,3.5英寸以下,Android（安卓）,
182592,摩托罗拉（motorola）锋芒 XT889 3G手机（新锐黑）CDMA2000/GSM 双模单待 电信定制,摩托罗拉（Motorola）,4,149,3030,4.3英寸,-,
182593,华为（HUAWEI）C8655 3G手机CDMA2000/CDMA 电信定制,华为（HUAWEI）,0,1,539,3.5英寸以下,Android（安卓）,
182594,摩托罗拉（Motorola）XT760 3G手机（炫视黑）WCDMA/GSM,摩托罗拉（Motorola）,47,604,599,3.6-4.0英寸,Android（安卓）,
182624,联想（Lenovo）TD50t 3G手机  TD-SCDMA/GSM,诺和（Novo）,1,1046,298,3.0英寸及以下,其他,
182625,中兴（ZTE）V965W 3G手机（黑色）WCDMA/GSM 联通定制,中兴（ZTE ）,11,582,592,-,-,
182637,LG WCDMA/GSM手机 P705（白色）,LG,0,2,498,-,-,
182638,天语（K-Touch）CDMA-2000/GSM手机 E700（黑色）,天语（K-Touch ）,0,0,398,3.6-4.0英寸,Android（安卓）,
182673,三星Galaxy I8250 移动3G手机 TD-CDMA/GSM,LAX,0,3,698,3.6-4.0英寸,Android（安卓）,
182910,NOKIA 诺基亚 610C CDMA2000 3G手机 黑色 - 3.7英寸/500万像素/直板式/电信定制机,诺基亚（Nokia）,1,1002,999,3.6-4.0英寸,Windows Phone,
182911,Coolpad 酷派 8022 3G（GSM/TD-SCDMA）手机 移动定制机 暮光黑,欧欧（OO）,0,1,236,3.5英寸以下,Android（安卓）,
183489,LG E405f 3G手机（黑色）WCDMA/GSM 双卡双待,LG,0,5,748,4.5-3.1英寸,其他,
183498,HTC One XC X720d 3G手机（睿丽黑）CDMA2000/GSM  双网双待 电信定制\,None,1,98,1299,-,谷歌Android,
183499,摩托罗拉（Motorola）XT553 3G手机（黑色）CDMA2000/GSM 双网双待 电信定制,摩托罗拉（Motorola）,0,5,999,-,-,
183518,朵唯（DOOV）iEva D710 双卡双待女性智能手机 粉色,欧欧（OO）,0,0,749,3.6-4.0英寸,Android（安卓）,
183521,MOTOROLA 摩托罗拉 XT800 3.7英寸 500万像素 3G手机 CDMA2000 白色 电信定制机,摩托罗拉（Motorola）,3,25,2731,-,-,
183533,ZTE 中兴 U880S TD-SCDMA/GSM 3G手机 黑色 - 3.5英寸/300万像素/直板式/移动定制机,中兴（ZTE ）,1,61,349,4.5-3.1英寸,安卓（Android）,
183553,K-Touch/天语 E619 电信3G双模双待 阿里云OS智能手机,天语（K-Touch ）,0,0,297,3.5英寸以下,Android（安卓）,
183554,酷派手机9930(睿智黑),酷派（Coolpad）,2,67,599,-,-,
183560,TCL手机S900(星际灰),王牌（TCL）,0,0,2298,4.1-4.9英寸,Android（安卓）,
183561,华为手机G300 Android OS 2.3 WCDMA/GSM,华为（HUAWEI）,0,0,849,3.6-4.0英寸,Android（安卓）,
183562,PHILIPS 飞利浦 W930双屏折叠 WCDMA+GSM双模双待 Android智能手机(尊爵黑),飞利浦（PHILIPS）,0,0,3398,3.5英寸以下,Android（安卓）,
183564,海尔（Haier）HW-U80WG手机（星空灰）WCDMA  ,海尔（Haier）,0,0,448,3.5英寸以下,Android（安卓）,
183565,首信 S758 老人手机 黑咖啡色 ,首信（capitel） ,0,0,299,-,-,
183566,海尔（Haier）HW-U78W 3G手机（典雅黑）WCDMA/GSM,海尔（Haier）,0,0,298,3.5英寸以下,其它智能系统,
183567,RugGear 朗界 RG860 GPS定位 对讲机 水下拍照 三防手机 黄色,网件（NETGEAR）,0,22,2346,2.2英寸,-,
183569,Coolpad 酷派 卓尔cheer7728 智能双卡双待3G手机(黑),欧欧（OO）,3,182,1300,-,-,
183570,三星 B9062 移动3G手机 双卡双待双通 单核4.19寸屏 TD-SCDMA/GSM ,三星（SAMSUNG）,0,7,449,-,-,
183582,酷派（COOLPAD）S116 3G手机（典雅黑） CDMA2000/CDMA 电信定制,欧欧（OO）,0,16,268,-,-,
183588,HTC惊艳S710d 3G手机（黑色）CDMA2000/CDMA 电信定制,HTC,2,105,2677,-,-,
183597,爱意通 KC808 关爱手机 老人机 优雅黑,爱意通,3,58,149,-,-,
183598,海尔（Haier）HW-N88W 3G手机（钛金）WCDMA ,海尔（Haier）,1,1,399,4.1-4.9英寸,Android（安卓）,
183602,爱意通 KC808i 关爱手机 老人机 香槟金,爱意通,1,35,149,-,-,
183604,Hisense 海信 T96 TD-SCDMA/GSM 3G手机(锋丽黑),海信（Hisense）,0,0,448,-,-,
183611,Lenovo联想 乐phone W100 WCDMA/GSM 3G手机(墨韵 3.7寸AMOLED屏 1GHzCPU  联通定制)惊爆抄底价,诺和（Novo）,0,0,868,3.5英寸以下,Android（安卓）,
183613,HTC 宏达 渴望C Golf A320e 时尚智能音乐手机(白色),渴望（crave）,4,130,1599,-,-,
183614,康佳（KONKA）E810手机（黑色+银色）,康佳（KONKA）,0,1,699,3.5英寸以下,Android（安卓）,
183624,AUX 奥克斯 V930 智能3G手机(宝蓝色),奥克斯（AUX）,0,0,999,5.0英寸及以上,Android（安卓）,
183625,东信EA138东信 老人手机正品行货老人机超大字体大按键大音量（睿黑）,东信（Eastcom）,2,13,188,-,其他,
183630,飞利浦D633 电信CDMA2000 天翼3G安卓智能机 4寸电容屏,飞利浦（PHILIPS）,0,0,888,3.6-4.0英寸,Android（安卓）,
183631,NOKIA 诺基亚Lumia900 全新WP系统 时尚智能3G手机,小米（MI）,0,1,869,-,微软WindowsPhone,
183634,Ibaby爱贝多儿童基站定位手机学生手机(6-12岁)Q9M 蓝,爱贝多,0,0,498,-,-,
183636,芭比 V2水晶版 限量珍藏 Barbie 女士音乐手机 ,None,0,0,1888,3.5英寸以下,其它智能系统,
