131353,中兴UX990 双卡双待手机(黑),中兴（ZTE ）,0,5,298,3.5英寸以下,非智能操作系统,
131407,微软 诺基亚 535（RM-1090）联通3G,诺基亚（Nokia）,520,7359,469,5.0英寸及以上,Windows Phone,
131425,联想 A588t 移动3G,联想（Lenovo）,157,6435,478,-,-,
131471,锤子Smartisan T1 双4G,锤子（Smartisan）,703,24580,2544,4.95英寸,-,
131638,摩托罗拉(Motorola)MT620 3G智能手机(清脆绿 移动定制),摩托罗拉（Motorola）,43,843,399,-,其他,
131732,华为 Y523 移动4G,华为（HUAWEI）,27,2472,582,4.5英寸,-,
131733,华为GX1 SC-CL00,华为（HUAWEI）,264,8929,829,-,-,
131741,Coolpad酷派 7060S 联通3G 双卡双待 4寸屏 200万像素智能手机(黑色),欧欧（OO）,8,136,170,-,-,
131754,中兴 星星2号 S2005 4G智能语音手机(智尚白)TDD/FDD/TDS/CDMA/WCDMA/GSM 咪咕音乐版,星星（XingXing）,0,0,2199,-,-,
131760,vivo Y23L 移动4G,vivo,1,44,949,4.1-4.9英寸,Android（安卓）,
131842,中兴 星星2号 G720T 4G智能语音手机)联通版,星星（XingXing）,32,2073,646,5英寸,谷歌Android,
131931,诺基亚手机2690,诺基亚（Nokia）,0,0,529,-,-,
132097,联想(Lenovo) A616  四核5.5英寸大屏联通4G,诺和（Novo）,0,1,370,5.5英寸,谷歌Android,
132502,中兴 L580  移动/联通2G,中兴（ZTE ）,950,62643,184,2.3英寸,-,
132503,中兴(ZTE) Q509T 移动4G 四核 5.0英寸( 官方标配),中兴（ZTE ）,1,66,399,-,-,
132658,Gionee/金立W900 天鉴系列 双4G/3G网络 五频 64位处理器 奢华商务翻盖手机 (荣耀金),荣耀（ROVOS）,1,203,3388,内外4.0英寸,谷歌Android,
132674,三星GALAXY Grand Max（G7200）移动联通4G 四核 5.25英寸,LAX,0,1,1489,5.0英寸及以上,Android（安卓）,
132875,诺基亚（Nokia）E63 3G手机WCDMA/GSM,诺基亚（Nokia）,1,138,1399,-,-,
132884,联想(Lenovo)A5800-D 移动4G 双卡双待 四核 5.5英寸 4G内存  500万像素 官方标配),诺和（Novo）,11,323,459,-,-,
133103,诺基亚（Nokia）C6-01超值版 3G手机WCDMA/GSM,诺基亚（Nokia）,0,3,498,-,诺基亚Symbian,
133182,Lenovo 联想 A398T 3G手机 TD-SCDMA/GSM  双卡双待 移动定制机,诺和（Novo）,6,52,389,4.1-4.9英寸,Android（安卓）,
133312,三星 I5508 安卓智能老人手机 WCDMA/GSM,三星（SAMSUNG）,0,0,249,-,-,
133341,三星 S8500 联通3G手机 3.3寸电容屏智能手机 WCDMA/GSM,三星（SAMSUNG）,2,67,499,-,-,
133532,TCL么么哒3N(M2M)移动4G手机TD-LTE/TD-SCDMA/GSM双卡双待,王牌（TCL）,500,22801,946,5.5英寸,-,
133768,摩托罗拉（Moto rola）XT702 3G手机（黑色）WCDMA/GSM,摩托罗拉（Motorola）,21,1165,699,-,-,
133848,摩托罗拉（MOTO）XT502 3G手机（耀动黒）WCDMA/GSM,摩托罗拉（Motorola）,0,1,1430,3.6-4.0英寸,Android（安卓）,
133947,摩托罗拉（MOTOROLA）ME501（黑色）GSM/WCDMA,摩托罗拉（Motorola）,2,71,388,3.5英寸以下,Android（安卓）,
134019,LG P503 3G手机（黒色）WCDMA/GSM,LG,0,8,319,3.5英寸以下,Android（安卓）,
134242,黑莓（BlackBerry）Curve 8910 GSM智能手机（黑色）,None,1,245,1999,3.5英寸以下,其它智能系统,
134579,多普达（Dopod）P660 触动版 GSM手机（黑色）,欧博（OPO）,0,0,2460,-,-,
135034,诺基亚（Nokia）5130XM GSM手机,诺基亚（Nokia）,0,3,889,-,-,
135208,诺基亚（Nokia）7230 简装版 3G手机WCDMA/GSM,诺基亚（Nokia）,0,32,499,-,其他,
135557,联想 i60S GSM手机  激爽加强版,联想（Lenovo）,0,0,680,3.6-4.0英寸,其它智能系统,
136323,飞利浦（PHILIPS）W625 3G手机（活力银）WCDMA/GSM,飞利浦（PHILIPS）,0,0,399,-,-,
136345,飞利浦（Philips）X806 GSM手机（黑色）双卡双待,飞利浦（PHILIPS）,0,0,395,-,-,
136435,NOKIA诺基亚 C5-06 GSM 200万像素 3.2英寸 直板智能机,诺基亚（Nokia）,0,6,436,3.2,诺基亚Symbian,
136558,LG GS500V 3G手机（黑色）WCDMA/GSM,LG,1,11,259,-,-,
136570,LG T320 3G手机（黒色）GSM/WCDMA,LG,0,1,199,2.8英寸 ,无,
137773,K-Touch天语L930i 移动4G双卡双待安卓手机非K-Touch/天语 ,天语（K-Touch ）,11,155,369,-,安卓（Android）,
137819,天语(K-touch)nibiru土星一号T1联通3G智能手机四核老人手机(黑色官方配置),天语（K-Touch ）,1,18,495,-,谷歌Android,
137828,K-Touch/天语 tou ch3c 移动4G四核5英寸双卡双待touch3,天语（K-Touch ）,25,301,369,-,安卓（Android）,
137836,K-Touch/天语 L920 移动4G 双卡双待 4.5吋大屏 四核1.3G安卓手机,天语（K-Touch ）,20,416,299,-,谷歌Android,
137838,天语 E8 K-Touch 电信双模 安卓智能手机,天语（K-Touch ）,260,6470,229,-,谷歌Android,
137858,天语(K-Touch)T96移动3G手机黑色,天语（K-Touch ）,0,0,448,5.0,谷歌Android,
137867,天语(K-Touch)L820c移动4G智能手机白色,天语（K-Touch ）,1,6,396,5.0英寸及以上,Android（安卓）,
137870,HTC One E9+ (e9pw) 移动/联通4G 3GB内存+32GB存储 5.5英寸,好孩子（gb）,112,2284,2888,5.0英寸及以上,Android（安卓）,
137881,天语(K-Touch) kis 7 真八核超薄手机双待双待5英寸移动3G智能手机,天语（K-Touch ）,155,3940,948,5.0英寸及以上,Android（安卓）,
137882,天语(K-Touch)Kis23G手机,天语（K-Touch ）,1,560,599,5.0英寸,安卓（Android）,
137883,天语(K-touch)C207 GSM拍照手机直板手机/700万高清像素(黑色),天语（K-Touch ）,0,8,326,-,其他,
137906,联想(Lenovo)A690E电信4G手机A690E四核A690E5.5寸,诺和（Novo）,3,8,479,5.0英寸及以上,Android（安卓）,
137907,联想 A3800d ,联想（Lenovo）,361,10200,348,4.5,安卓（Android）,
137919,htc多普达F3188联通3GGSM/WCDMA(3G)黑色的,HTC,0,0,230,-,其他,
137950,金立ELIFE S7 (GN9006) 双卡双待32G版 移动联通双4G手机 ,金立（ Gionee）,40,2102,2299,5.0英寸及以上,Android（安卓）,
137952,华为G628-TL00 移动4G ,华为（HUAWEI）,39,1686,599,-,安卓（Android）,
137981,联想 P70-t 1G内存 8G存储 移动4G手机 双卡双待,联想（Lenovo）,0,0,599,-,-,
137983,联想 A3600-d 智能手机 联通4G 双卡双待,联想（Lenovo）,26,807,338,-,-,
137995,联想(Lenovo) A780E 电信3G手机 四核 5英寸,诺和（Novo）,6,1448,485,5英寸,-,
138006,联想(Lenovo) S686 联通3G双卡双待1.2G双核4.3英寸 安卓智能手机,诺和（Novo）,0,1,476,-,谷歌Android,
138012,联想(Lenovo) A5000-E 16GB 电信3G 双模双待 7英寸 四核,诺和（Novo）,0,37,988,7英寸,谷歌Android,
138015,联想(Lenovo) TAB2 A7-30 移动3G 16GB 7英寸 四核,诺和（Novo）,0,0,986,-,谷歌Android,
138017,联想(Lenovo) P707 320万像素3.2寸高清触屏,诺和（Novo）,0,0,598,3.5英寸以下,其它智能系统,
138210,摩托罗拉 moto g (XT1079)8GB 移动/联通4G手机 双卡双待,摩托罗拉（Motorola）,99,5335,632,-,-,
138211,摩托罗拉 moto g (XT1079)16GB 移动联通4G手机 双卡双待,摩托罗拉（Motorola）,207,6456,738,-,-,
138410,黑莓 BlackBerry/黑莓 STORM 黑莓Q5 黑白红红现货全新原装未激活(黑色),黑莓（BlackBerry）,0,0,1299,-,-,
138435,联想 A2800-D 移动4G,联想（Lenovo）,120,2290,269,-,安卓（Android）,
138443,Coolpad 酷派8713 移动4G 5.0英寸 四核 500万像素,欧欧（OO）,4,28,318,-,-,
138451,Coolpad/酷派 5316 电信4G ifree 非Coolpad/酷派 5310YT,欧欧（OO）,10,762,446,5.0英寸,谷歌Android,
138452,酷派8707 移动4G,酷派（Coolpad）,11,285,258,4.1-4.9英寸,Android（安卓）,
138453,酷派 7105 联通4G,酷派（Coolpad）,56,637,288,-,安卓（Android）,
138466,联想Lenovo Y76 移动联通双4G四核智能安卓手机,诺和（Novo）,0,1,858,-,-,
138467,酷派(Coolpad)5956 电信4G手机 四核 5.5英寸 双卡双待 800万像素,欧欧（OO）,2,15,549,-,-,
138468,酷派 Y60-W 双4G,酷派（Coolpad）,18,1267,277,5英寸,谷歌Android,
138585,酷派 ivvi S6 (S6-NT) 移动联通4G手机 1300万像素 5.5英寸,酷派（Coolpad）,0,1,2299,5.5英寸,谷歌Android,
138614,OPPO 6607 U3 移动4G,OPPO,3,124,2599,-,-,
138660,中兴ZTE-C V16 电信版,中兴（ZTE ）,287,15450,218,-,-,
138669,中兴ZTE 星星2号 G720C 电信版4G 2G+16G存储 智能手机,星星（XingXing）,10,725,699,-,-,
138670,中兴ZTE 青漾3 G719C 电信4G 双卡 八核5.5寸大屏智能手机(白),中兴（ZTE ）,25,461,635,5.5英寸,谷歌Android,
138770,中兴ZTE Q7 S6 Lux 移动联通双4G手机 双卡双待 高通晓龙八核 16GB ROM 2GB RAM ,好孩子（gb）,2,173,1339,5.0英寸及以上,Android（安卓）,
138786,中兴ZTE N5L 电信4G 5.7英寸 1G内存+8G存储 800万像素,中兴（ZTE ）,1,84,699,-,-,
138808,艾优尼 U3 双4G 32GB存储,好孩子（gb）,2,953,1099,5.5英寸,-,
138909,富可视 M810t 四核5.5寸大屏电信4G网络智能手机,富可视,2,24,2198,5.0英寸及以上,Android（安卓）,
138953,Vivo Xplay3S X520L,vivo,99,5479,1998,-,-,
139008,努比亚Nubia Z9mini 全网通4G,MINI,17664,491944,1298,-,-,
139009,努比亚nubia NX507J 小牛3 Z7 mini 双4G 手机,MINI,0,0,1749,5.0英寸及以上,Android（安卓）,
139015,努比亚nubia 大牛3 Z7 Max 联通移动双4G 32GB 双卡双待 5.5英寸,好孩子（gb）,0,2,2099,5.0英寸及以上,Android（安卓）,
139016,努比亚 大牛Z5S 四核 4.7英寸 智能手机,努比亚（nubia）,3,2457,1199,-,-,
139020,微软Lumia 640XL（RM-1096）双4G,小米（MI）,237,10384,1299,5.7 英寸,微软WindowsPhone,
139021,微软Lumia 640（RM-1113）联通4G,小米（MI）,397,12809,899,5 英寸,微软WindowsPhone,
139022,诺基亚 215 DS,诺基亚（Nokia）,417,22085,233,-,其他,
139061,诺基亚(Nokia) 603 500万像素 联通3G 塞班智能机 WIFI 电容屏,诺基亚（Nokia）,1,9,699,-,诺基亚Symbian,
139141,中兴 小鲜2 (B880) 智尚白 电信4G手机 双卡双待,中兴（ZTE ）,3,300,529,5.0英寸,谷歌Android,
139143,努比亚nubia NX506J Z7 2K屏高清屏 4G手机,努比亚（nubia）,0,0,2099,-,-,
139275,三星 W2013+ 至尊版 电信3G 3.7英寸 四核,三星（SAMSUNG）,0,7144,6088,3.6-4.0英寸,Android（安卓）,
139383,三星 I8910 联通3G Symbian^1系统 256MB 800万像素 智能手机,三星（SAMSUNG）,0,76,968,-,-,
139471,三星Galaxy SII I929 电信3G手机  CDMA2000/GSM 双卡双待双通,LAX,6,285,1399,4.1-4.9英寸,Android（安卓）,
139490,三星(SAMSUNG)S189 电信2G手机  备用机,三星（SAMSUNG）,0,0,380,-,-,
139512,三星(SAMSUNG)I9070 3G单卡 双核 8GB智能手机,三星（SAMSUNG）,0,0,549,-,-,
139575,天语(K-Touch)L810 移动4G 智能手机 黑色,天语（K-Touch ）,41,998,199,-,安卓（Android）,
139693,酷派 8017 移动4G,酷派（Coolpad）,13,184,268,-,-,
139712,联想 A3500 电信4G 双卡双待 5英寸 四核 安卓智能手机,联想（Lenovo）,8,136,439,-,-,
139726,天语 E68 电信3G CDMA2000  安卓智能手机,天语（K-Touch ）,1,1,99,3.5英寸以下,其它智能系统,
139736,天语(K-Touch)K1 移动4G 四核 512M内存 4G存储容量  智能手机 ,天语（K-Touch ）,33,409,269,-,安卓（Android）,
140490,华为C7260电信3G 键盘手机,华为（HUAWEI）,0,2,599,3.5英寸以下,Android（安卓）,
140614,联想 A3900 4GB 亚光黑 移动4G手机 双卡双待,好孩子（gb）,16,220,450,5.0,谷歌Android,
141256,中兴(ZTE) CV-16 电信老人机 直板按键 超长待机,中兴（ZTE ）,0,0,299,-,-,
141300,华为C8818 电信4G,华为（HUAWEI）,4,283,794,5.0英寸,-,
141557,HTC 多普达S900C 电信3G手机 行货 全国联保(黑色),HTC,0,0,888,-,-,
141571,Nubia Z9 32GB经典版全网通4G ,好孩子（gb）,467,12917,3699,-,-,
141642,中兴 ZTE Q519T 移动4G智能手机 双卡双待 白色,中兴（ZTE ）,7,308,440,5.0英寸及以上,Android（安卓）,
142688,摩托罗拉 moto g (XT1077)16GB 夜黑 移动联通电信4G手机 双卡双待,摩托罗拉（Motorola）,49,1044,1099,-,安卓（Android）,
142690,摩托罗拉 moto g (XT1077)8GB 夜黑 移动联通电信4G手机 双卡双待,摩托罗拉（Motorola）,96,2237,699,5.0英寸及以上,Android（安卓）,
142691,TCL P301C 双卡双模 CDMA 4.0英寸 智能手机(白色),王牌（TCL）,0,2,259,-,谷歌Android,
147279,三星SAMSUNG 老年机 翻盖机Samsung/三星 C3520(黑色),三星（SAMSUNG）,0,0,388,-,-,
148002,Lenovo/联想 A2580 双卡双待 电信4G智能手机(白色),诺和（Novo）,3,65,400,-,谷歌Android,
148394,金立 超强续航M5 黑色 16G 移动联通电信4G手机 双卡双待,金立（ Gionee）,13,1014,1999,-,-,
148395,金立手机M3(爵士灰),金立（ Gionee）,2,221,1399,-,其他,
148396,金立 (ELIFE) E8 (GN9008) 金色 64G 移动联通双4G手机 双卡双待,金立（ Gionee）,4,95,3999,-,安卓（Android）,
148626,华为 G629 移动联通双4G 5.0英寸(蓝色),华为（HUAWEI）,83,2937,599,-,-,
148720,三星Galaxy J7 J7008 移动4G,LAX,118,5296,1247,5.5英寸,安卓（Android）,
148721,Galaxy J5 ,LAX,226,15840,958,5.0英寸,安卓（Android）,
148805,联想(Lenovo) A1900 黑色 联通3G 双卡双待 4寸屏 四核安卓智能手机,诺和（Novo）,0,21,249,4.0英寸,谷歌Android,
148820,索尼 Xperia Z3+(E6533) 移动联通双4G 3G内存 真八核,索尼（SONY）,22,703,3688,-,-,
148828,中兴(ZTE)A188 老人机 大字体大屏 SOS一键求助 手机,中兴（ZTE ）,9,330,218,2.0英寸,其他,
149147,HTC One M8si 升级版 双4G,None,0,0,2699,5.0英寸及以上,Android（安卓）,
149175,酷派 5263 电信4G ,酷派（Coolpad）,22,375,429,5.0英寸及以上,Android（安卓）,
149176,酷派 5360 电信4G,酷派（Coolpad）,3,31,388,-,-,
149219,天语 E88A 电信3G  512M内存 4GROM 500万像素 5.0英寸,天语（K-Touch ）,0,0,496,-,谷歌Android,
149406,中兴(ZTE) Q2S-T 移动4G智能手机 老人大屏手机,中兴（ZTE ）,1,19,629,5.5英寸,谷歌Android,
150201,索尼 XPERIA C4 E5363 移动4G手机 2G内存 16G存储容量 5.5英寸 真八核,索尼（SONY）,15,82,1599,-,安卓（Android）,
150819,天语Touch3es 电信4G 双模双待 智能手机 ,天语（K-Touch ）,31,326,399,-,安卓（Android）,
151046,酷派COOLPAD 7605 联通4G 5寸 双卡双待四核 安卓智能手机(金色),欧欧（OO）,2,37,357,5.0英寸及以上,Android（安卓）,
151051,中兴(ZTE)C V18 电信3G老人手机 白色,中兴（ZTE ）,44,1498,299,-,-,
151469,金立(GiONEE)F303 (皓月银),金立（ Gionee）,3,132,1199,-,-,
151570,酷派COOLPAD 8105 移动4G 4.5寸四核双卡双待 安卓智能手机(白色),欧欧（OO）,0,4,260,-,-,
151960,华为Y560 电信4G,华为（HUAWEI）,126,4707,479,-,-,
152236,飞利浦 E160,飞利浦（PHILIPS）,110,12579,199,-,-,
152237,Philips/飞利浦E310 超长待机王 老人手机 功能直板手机 大屏大字体,飞利浦（PHILIPS）,26,708,549,-,其他,
152238,飞利浦(Philips)E350 移动联通2G手机 双屏翻盖老年人 双卡双待,飞利浦（PHILIPS）,95,2059,599,-,其他,
152471,中兴 N800S 电信3G 安卓单核 320万像素 智能手机(黑色),中兴（ZTE ）,0,0,299,-,-,
152534,锋达通C15 电信CDMA天翼老人手机,锋达通,12,446,179,-,其他,
152910,联想(lenovo)TD900T 移动3G 双模 2.4寸屏直板音乐手机(黑),诺和（Novo）,0,0,368,2.4,其他,
153068,酷派 5261 电信4G,酷派（Coolpad）,5,224,299,-,-,
153598,飞利浦(Philips)E320 翻盖手机 超长待机王 ,飞利浦（PHILIPS）,56,5757,499,-,-,
153714,LG G3 (D728) Beat 钛金黑 移动4G手机 双卡双待双通,LG,8,409,799,5.0英寸,-,
153775,LG AKA(H778)移动联通4G手机 白小逗,LG,15,499,858,5.0英寸,-,
154458,金立Gionee F103 移动4G 四核5英寸 双卡双待,金立（ Gionee）,8,371,799,5.0英寸,谷歌Android,
155602,OPPO A11t 移动4G,OPPO,26,1483,749,-,-,
157452,联想 黄金斗士A8  (A3860)畅玩,联想（Lenovo）,197,10199,588,5.0英寸,-,
157454,vivo Y33 美颜手机,vivo,183,7981,998,-,-,
158129,华为 P8max 双4G版 ,华为（HUAWEI）,138,13464,3388,6.8英寸,安卓（Android）,
158283,努比亚（nubia）Z9精英版  金色  移动联通电信4G手机 双卡双待,努比亚（nubia）,27,908,3999,-,安卓（Android）,
158290,苹果iPhone 6 plus,None,5784,295380,6692,5.5英寸,-,
158308,苹果iPhone 6,None,23066,982478,4747,-,苹果（IOS）,
158311,苹果iPhone 5s,None,25114,832833,2388,-,苹果（IOS）,
158316,红米Note 4G双卡版,红米,0,0,888,-,-,
158325,小米Note,小米（MI）,1948,96028,2430,5.0英寸及以上,Android（安卓）,
158328,红米2,红米,2,7,599,-,安卓（Android）,
158331,小米4,小米（MI）,7328,305064,1299,5.0英寸,-,
158335,华为 荣耀7,荣耀（ROVOS）,10522,894164,1999,-,-,
158343,华为mate7,华为（HUAWEI）,806,68498,2199,5.0英寸及以上,Android（安卓）,
158402,小辣椒 红辣椒Note 移动4G手机 双卡双待 真八核,小辣椒,1,2,788,5.0英寸及以上,Android（安卓）,
158403,魅族MX5,魅族（MEIZU）,459,22283,1699,-,-,
158404,魅蓝Note2,魅蓝,2881,116027,868,5.5英寸,安卓（Android）,
158407,魅蓝Note,魅蓝,2495,78167,1098,-,-,
158408,魅族MX4 Pro,魅族（MEIZU）,1454,37922,1999,-,-,
158409,魅族MX4,魅族（MEIZU）,2136,62834,1790,5.36英寸,-,
158411,Vivo X5MAx,vivo,0,3,2299,5.0英寸及以上,Android（安卓）,
158412,Galaxy S6,LAX,614,24622,4488,5.1英寸,安卓（Android）,
158413,OPPO R7,OPPO,496,30439,2299,5.0英寸及以上,Android（安卓）,
158432,酷派 大神F2,酷派（Coolpad）,3002,134781,729,5.5,安卓（Android）,
158433,华为 荣耀畅玩4C,荣耀（ROVOS）,1812,237415,928,5.0英寸及以上,Android（安卓）,
158434,Galaxy S5,LAX,730,29088,1599,-,-,
158437,华为 荣耀畅玩4X,荣耀（ROVOS）,11676,1043350,1199,5.5英寸,安卓（Android）,
158438,华为 荣耀6 Plus,荣耀（ROVOS）,9263,597928,1599,-,-,
158439,华为 荣耀6 ,荣耀（ROVOS）,44402,2499939,1299,5英寸,-,
158441,华为 Ascend P7 ,华为（HUAWEI）,859,39311,2280,5英寸,-,
158442,华为P8 ,华为（HUAWEI）,316,27916,2588,5.2英寸,安卓（Android）,
158443,华为P8 Lite青春版,华为（HUAWEI）,152,12626,1388,5.0,安卓（Android）,
158451,华为 荣耀4A ,荣耀（ROVOS）,2354,373593,599,-,安卓（Android）,
158453,华为 麦芒4,华为（HUAWEI）,71,4295,1799,5.5英寸,-,
158454,酷派 锋尚,酷派（Coolpad）,184,4056,528,5.5英寸,安卓（Android）,
158455,酷派 锋尚Pro,酷派（Coolpad）,24,711,758,-,-,
158457,酷派 大神F1,酷派（Coolpad）,3,50,499,-,-,
158467,酷派 大神X7,酷派（Coolpad）,11,269,1599,5.2英寸,安卓（Android）,
158468,Vivo X5Pro,vivo,101,5424,1997,5.2英寸,安卓（Android）,
158469,苹果iPhone 4S,None,2133,73509,1399,3.5 英寸,苹果IOS,
158480,联想 乐檬K3 Note,联想（Lenovo）,1271,51052,789,-,-,
158481,联想 乐檬K3,联想（Lenovo）,4348,254599,588,5.0英寸及以上,Android（安卓）,
158482,华为 荣耀畅玩4 ,荣耀（ROVOS）,122,24638,899,5.0英寸及以上,Android（安卓）,
158497,Nubia Z9 Max,None,168,4956,2299,-,-,
158501,Galaxy Note3 Lite,LAX,1395,47589,1299,5.5-5.1英寸,安卓（Android）,
158515,联想 黄金斗士S8,联想（Lenovo）,692,27215,658,5.5-5.1英寸,安卓（Android）,
158516,华为 荣耀3X,荣耀（ROVOS）,1,4,1048,5.0英寸及以上,Android（安卓）,
158569,摩托罗拉Moto X,摩托罗拉（Motorola）,176,7136,1799,5.0英寸及以上,Android（安卓）,
158623,Galaxy A7,LAX,682,30061,2498,5.5英寸,安卓（Android）,
158805,Galaxy S6 Edge,LAX,539,26546,5288,5.1英寸,安卓（Android）,
158934,HTC One M8,None,7,2801,3099,-,-,
158935,联想 黄金斗士S8畅玩,联想（Lenovo）,107,3517,588,-,-,
158936,Galaxy Note3,LAX,210,9467,5799,-,-,
158937,Galaxy Mega2,LAX,63,2038,2243,6.0英寸,-,
158938,Vivo Y27,vivo,125,5791,1298,4.7英寸,-,
158939,小米3,小米（MI）,0,0,1599,5.0英寸及以上,Android（安卓）,
158983,联想 黄金斗士A8,联想（Lenovo）,884,31414,598,5.0,安卓（Android）,
158988,Galaxy A5,LAX,254,13127,1598,5.0,安卓（Android）,
158989,OPPO A31,OPPO,96,6133,799,4.5英寸,安卓（Android）,
159310,华为 Y635,华为（HUAWEI）,170,6715,468,-,-,
159315,Galaxy Core Max,LAX,100,5223,875,-,-,
159319,Galaxy A3,LAX,0,110,1349,-,-,
159322,中兴 红牛V5,中兴（ZTE ）,0,0,799,-,-,
159331,华为Ascend P6,华为（HUAWEI）,23,1980,1209,-,谷歌Android,
159332,OPPO Find 7,OPPO,0,0,2499,-,-,
159380,OPPO R1C,OPPO,158,6812,1599,-,-,
159506,联想 黄金斗士 A8畅玩(A3580)8GB  1G内存 电信4G手机 双卡双待,好孩子（gb）,49,1783,499,-,安卓（Android）,
159508,HTC Desire 820,HTC,202,18524,849,-,-,
159509,HTC Desire 820s,HTC,30,1914,1650,-,-,
159510,HTC Desire 820mini,MINI,126,8582,789,5.0英寸及以上,Android（安卓）,
159511,联想 P70-t 2G内存 16G存储 移动4G手机 双卡双待,联想（Lenovo）,1,15,759,5.0,安卓（Android）,
159515,Galaxy Note4,LAX,554,19909,5358,-,-,
159516,Galaxy E7,LAX,3,150,1631,5.5英寸,-,
159518,联想VIBE Shot,联想（Lenovo）,0,9,1588,5.0英寸及以上,Android（安卓）,
159575,Nubia My 布拉格,None,256,8229,1499,-,-,
159576,中兴 V5 MAX,中兴（ZTE ）,74,1771,810,5.5寸,谷歌Android,
159585,红米1S,红米,31,923,719,-,-,
159588,苹果iPhone 5c,None,0,159,3500,-,-,
159600,苹果iPhone 4,None,0,1,1999,-,-,
159601,苹果iPhone 5s 电信版,None,0,0,3688,-,-,
159602,魅族 MX3,魅族（MEIZU）,7,310,1299,-,-,
160326,LG G4,LG,193,8117,3799,-,-,
160519,华为 荣耀3C畅玩版,荣耀（ROVOS）,86,2503,609,-,安卓（Android）,
160520,华为 荣耀3C,荣耀（ROVOS）,2,51,729,-,-,
160637,酷派 锋尚Y76 移动/联通双4G 双卡双待 5.5英寸 800万像素,酷派（Coolpad）,0,0,549,-,-,
160686,酷派 8712 移动4G 双卡双待 5.0英寸显示屏 灵动白,酷派（Coolpad）,7,173,305,-,-,
160877,Note5 N9200,None,191,11994,5388,5.7英寸,安卓（Android）,
160881,Galaxy S6 Edge+,LAX,210,16557,5888,5.7英寸,安卓（Android）,
161690,青橙 GO-N2 全网通4G 2GRAM+16GROM 双卡双待 ,青橙（GreenOrange）,3,166,1999,5.5英寸,谷歌Android,
161692,青橙VOGA V1 移动/联通双4G 三防手机 双卡双待 运动款,联通,3,118,3499,-,安卓（Android）,
161742,奇酷QiKU 青春版8681-M02 双4G  2GROM 4G智能手机,None,873,30986,999,-,安卓（Android）,
162718,小辣椒 红辣椒 任性版 1G+8GRom 移动联通4G手机 双卡双待,小辣椒,1277,32545,369,-,-,
162719,小辣椒 红辣椒 任性版Plus 2G+16GRom 移动联通4G手机 双卡双待,小辣椒,0,0,599,-,-,
162720,小辣椒6 (LA6) 移动4G 1G+16GRom 四核 2000万像素 ,小辣椒,0,2,1599,5.0英寸,-,
162722,小辣椒 X3（LA3-L）1G+8GRom 移动4G手机 双卡双待,小辣椒,5,79,799,-,安卓（Android）,
162724,小辣椒4 LA4 1G内存 8G存储容量 1300万像素 四核智能手机,小辣椒,0,1,1199,5.0英寸,-,
163864,索尼XPERIA C5  E5563 联通4G 16G存储容量 6.0英寸 八核,索尼（SONY）,9,48,2619,-,安卓（Android）,
163971,苹果iPhone 6s,None,4813,252301,5186,-,苹果（IOS）,
163983,苹果iPhone 6s Plus,None,678,34992,5598,5.5英寸,-,
164003,OPPO R7 Plus,OPPO,39,2329,2899,-,-,
164206,联想 笋尖S90,联想（Lenovo）,36,1254,1499,-,-,
164240,联想 乐檬 K80M,联想（Lenovo）,14,262,1198,5.5英寸,安卓（Android）,
164400,红米Note2 ,红米,277,63333,849,-,-,
164474,魅族 魅蓝2 ,魅族（MEIZU）,289,13718,699,5.0英寸,安卓（Android）,
164678,联想 PHAB Plus,联想（Lenovo）,40,1202,1699,-,-,
164884,GALAXY Core Prime,LAX,480,12784,698,-,-,
164901,Galaxy Grand2,LAX,799,29706,949,-,-,
164915,Galaxy Mega ,LAX,254,9953,1248,5.0英寸及以上,Android（安卓）,
164917,GALAXY S4,LAX,11,281,2771,5英寸,-,
164927,Galaxy S3 Neo+,LAX,548,21987,849,4.1-4.9英寸,Android（安卓）,
164928,Galaxy S3,LAX,0,0,788,-,-,
164929,GALAXY Core 2,LAX,2,110,520,4.5英寸,-,
164930,Galaxy Note2 ,LAX,0,3,4399,5.0英寸及以上,Android（安卓）,
164932,Galaxy Note,LAX,0,0,1999,5.0英寸及以上,Android（安卓）,
164933,Grand Prime,爱安德（AND）,644,31951,765,4.5-3.1英寸,安卓（Android）,
165044,华为G7 Plus,华为（HUAWEI）,40,2964,1899,5.5英寸,安卓（Android）,
165351,华为 麦芒3S ,华为（HUAWEI）,51,2456,1178,5.5英寸,-,
165606,红米2A ,红米,178,21569,788,-,-,
165682,小米4C,小米（MI）,1290,63190,1499,-,-,
167135,华为 荣耀7i,荣耀（ROVOS）,3863,366712,1899,-,-,
171030,酷派8029 移动4G,酷派（Coolpad）,29,968,209,-,安卓（Android）,
171031,酷派(Coolpad) 锋尚2 Y82-520 电信4G手机 双卡双待,欧欧（OO）,0,0,1388,-,-,
171032,联想 A6800 博雅银 16G 移动双4G手机 双卡双待,联想（Lenovo）,5,79,999,-,-,
171033,三星 Galaxy on5（G5500）,LAX,37,2895,888,5.0英寸,安卓（Android）,
171035,魅族 PRO5 ,魅族（MEIZU）,141,10215,2999,5.7英寸,安卓（Android）,
171061,华为 Mate S,华为（HUAWEI）,3,186,3599,-,-,
171066,华为Ascend G7,华为（HUAWEI）,162,9840,1498,5.0英寸及以上,Android（安卓）,
171067,华为 G730,华为（HUAWEI）,0,0,699,-,-,
